Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2024 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

 [202] ANCHALOC              [179] bc_funcall (irx#bcom.c) [28] matches_exposed_stem (irx#vpol.c)
 [203] ANCHFENV              [183] bc_parse_stmt (irx#bcom.c) [141] maybe_resize (irx#vpol.c)
 [204] ANCHFREE              [180] bc_parse_template (irx#bcom.c) [43] name_len (irx#bif.c)
 [193] ANCHGET               [209] bc_program (irx#bcom.c) [27] num_addsub (irx#arith.c)
 [182] C_do_bc (irx#bcom.c)  [200] bc_push_arg_n (irx#bcom.c) [22] num_alloc (irx#arith.c)
 [178] C_if_bc (irx#bcom.c)  [210] bc_return_stmt (irx#bcom.c) [80] num_div_impl (irx#arith.c)
 [205] C_iterate_bc (irx#bcom.c) [211] bc_signal_stmt (irx#bcom.c) [26] num_format (irx#arith.c)
 [197] C_leave_bc (irx#bcom.c) [152] bc_stmt (irx#bcom.c) [14] num_free (irx#arith.c)
 [170] C_say_bc (irx#bcom.c) [184] bc_stmts_until (irx#bcom.c) [8] num_from_str (irx#arith.c)
 [198] C_select_bc (irx#bcom.c) [195] bc_trace_stmt (irx#bcom.c) [18] num_mul (irx#arith.c)
   [4] IRXARICM               [68] bif_address (irx#bifs.c) [51] num_round (irx#arith.c)
  [82] IRXARIFM               [83] bif_format (irx#bifs.c) [201] num_round_to_exp (irx#arith.c)
   [6] IRXARIOP               [85] bif_left (irx#bifs.c)  [48] num_strip_leading (irx#arith.c)
  [84] IRXBCOMP               [65] bif_length (irx#bifs.c) [31] num_strip_trailing (irx#arith.c)
   [3] IRXBEXEC              [189] bif_require_digits_range (irx#bifs.c) [19] num_to_lstr (irx#arith.c)
  [40] IRXBIFAL               [46] bif_substr (irx#bifs.c) [131] parse_subform (irx#bifs.c)
 [104] IRXBIFCR               [76] bif_time (irx#bifs.c) [112] parse_whole (irx#bif.c)
  [81] IRXBIFDS               [69] bif_trace (irx#bifs.c) [187] patch_jmp_to (irx#bcom.c)
   [9] IRXBIFFN               [66] bif_word (irx#bifs.c) [166] patch_jmp_to_here (irx#bcom.c)
 [115] IRXBIFNN              [169] bpse_emit_item (irx#bcom.c) [121] peek (irx#tokn.c)
  [49] IRXBIFOC              [172] bpse_flush (irx#bcom.c) [15] pframe_assign (irx#bvm.c)
 [188] IRXBIFOW               [11] bucket_index (irx#vpol.c) [215] read_file (tstcps_host.c)
 [114] IRXBIFPO              [111] bvm_get_bif_registry (irx#bvm.c) [53] read_i16 (irx#bvm.c)
  [39] IRXBIFRG               [50] cond_bit_index (irx#bvm.c) [36] read_u16 (irx#bvm.c)
  [44] IRXBIFRT              [155] consume_eoc (irx#bcom.c) [109] resolve_ref (irx#vpol.c)
 [199] IRXCTLCL              [171] consume_newline (irx#bcom.c) [32] rexx_lstr_alloc (irx#lstr.c)
  [96] IRXIINIT               [10] ebcdic_eq (irx#bif.c)  [77] rexx_lstr_alloc_raw (irx#lstr.c)
  [38] IRXINITC               [86] emit (irx#tokn.c)      [33] rexx_lstr_dealloc (irx#lstr.c)
 [125] IRXISYMC              [127] emit_byte (irx#bcom.c) [78] rexx_lstr_dealloc_raw (irx#lstr.c)
 [129] IRXISYMS              [192] emit_do_to_cond (irx#bcom.c) [110] round_capacity (lstr#cor.c)
  [97] IRXITERM               [98] emit_eoc (irx#tokn.c)  [95] scan_operator (irx#tokn.c)
 [103] IRXLSINI              [161] emit_i16 (irx#bcom.c) [102] scan_string (irx#tokn.c)
  [79] IRXLSPTD              [190] emit_jmp_back (irx#bcom.c) [90] scan_symbol_or_number (irx#tokn.c)
  [45] IRXPARBA              [162] emit_jmp_op (irx#bcom.c) [154] skip_comment (irx#tokn.c)
 [101] IRXPARCL              [165] emit_load (irx#bcom.c) [156] skip_eoc (irx#bcom.c)
 [120] IRXPTOPT              [173] emit_push_int (irx#bcom.c) [128] skip_inline_ws (irx#tokn.c)
  [47] IRXTERMC              [163] emit_store (irx#bcom.c) [30] slot_set_bool (irx#bvm.c)
  [99] IRXTOKNF              [132] emit_u16 (irx#bcom.c)  [21] slot_set_buf (irx#bvm.c)
  [87] IRXTOKNR               [16] find_in_bucket (irx#vpol.c) [37] slot_to_bool (irx#bvm.c)
  [61] Lcat                  [117] find_word (lstr#wrd.c) [119] slot_to_int32 (irx#bvm.c)
  [34] Lfree                  [42] first_dot (irx#vpol.c) [91] stor_free (irx#term.c)
  [20] Lfx                    [17] get_entry (irx#bvm.c)  [55] sub_magnitudes (irx#arith.c)
 [106] Lleft                  [41] get_numeric (irx#arith.c) [134] sym_is_keyword (irx#tokn.c)
  [60] Lstrcat                [89] grow_tokens (irx#tokn.c) [123] tok_at (irx#bcom.c)
  [25] Lstrcpy                [93] grow_upbuf (irx#tokn.c) [135] tok_ch (irx#bcom.c)
  [62] Lsubstr                [12] hash_bytes (irx#vpol.c) [153] tok_ends_clause (irx#bcom.c)
  [64] Lword                 [212] host_anchor_init (irx#anch.c) [157] tok_is_cont_comma (irx#bcom.c)
  [56] VPOOLDRB              [118] i32toa (irx#bvm.c)    [133] tok_is_semi (irx#bcom.c)
   [5] VPOOLGTB              [100] init_subcomtb (irx#init.c) [126] tok_kw (irx#bcom.c)
  [54] VPOOLNXT              [105] init_wkblk_int (irx#init.c) [124] tok_type_at (irx#bcom.c)
  [13] VPOOLSTB                [1] irx_exec_run           [88] tokenize (irx#tokn.c)
  [23] _init                 [130] irx_time_now (irx#bifs.c) [167] toks_adjacent_bc (irx#bcom.c)
 [145] add_const (irx#bcom.c) [191] irxinout_host        [113] translate_lstr_rc (irx#bifs.c)
  [35] add_magnitudes (irx#arith.c) [24] irxstor          [63] try_arith_fast (irx#bvm.c)
 [140] add_sym (irx#bcom.c)  [164] is_kw_barrier (irx#bcom.c) [159] try_parse_int_cache (irx#bvm.c)
 [122] advance (irx#tokn.c)  [146] is_not_sign (irx#tokn.c) [151] unlink_entry (irx#vpol.c)
 [206] anchor_fetch_inc (irx#anch.c) [213] is_tso         [94] vp_alloc_buckets (irx#vpol.c)
 [207] anchor_swap (irx#anch.c) [144] is_value_starter (irx#bcom.c) [72] vp_alloc_raw (irx#vpol.c)
 [208] bc_address_stmt (irx#bcom.c) [71] link_entry (irx#vpol.c) [70] vp_entry_free (irx#vpol.c)
 [194] bc_call_stmt (irx#bcom.c) [67] long_to_lstr (irx#bifs.c) [142] vp_entry_init (irx#vpol.c)
 [174] bc_compound_tails (irx#bcom.c) [160] looks_like_number (irx#tokn.c) [74] vp_entry_new (irx#vpol.c)
 [186] bc_count_parse_templates (irx#bcom.c) [214] loop_add_iterate_patch (irx#bcom.c) [216] vp_free_exposed_stems (irx#vpol.c)
 [150] bc_exp0 (irx#bcom.c)  [181] loop_add_leave_patch (irx#bcom.c) [73] vp_free_raw (irx#vpol.c)
 [148] bc_exp1 (irx#bcom.c)  [196] loop_find (irx#bcom.c) [92] vpool_create
 [149] bc_exp2 (irx#bcom.c)  [175] loop_patch_leaves (irx#bcom.c) [75] vpool_destroy
 [147] bc_exp3 (irx#bcom.c)  [176] loop_pop (irx#bcom.c)  [57] vpool_drop
 [143] bc_exp4 (irx#bcom.c)  [177] loop_push (irx#bcom.c) [217] wall_seconds (tstcps_host.c)
 [139] bc_exp5 (irx#bcom.c)  [185] loop_set_iterate (irx#bcom.c) [116] wkbi_from_parser (irx#bifs.c)
 [136] bc_exp6 (irx#bcom.c)   [52] lstr_copy (irx#bvm.c)  [58] work_alloc (irx#arith.c)
 [137] bc_exp7 (irx#bcom.c)    [7] lstr_to_num (irx#arith.c) [59] work_free (irx#arith.c)
 [138] bc_exp8 (irx#bcom.c)   [29] mag_compare (irx#arith.c) [107] <cycle 1>
 [158] bc_expr (irx#bcom.c)  [168] make_do_sym (irx#bcom.c) [108] <cycle 2>
